Group_ID,Group_name,Short_name
244,"iPods & MP3 Players; iPod & MP3 Players; Satellite Radio; DVD & Blu-ray Disc Players; Boomboxes, CD Players & Radios; Blu-ray & DVD Players","Boomboxes, Radios, Players, Satellite"
245,"Outdoor Lighting; Pet Occasions & Holidays; Interior Accessories; DJ & Lighting Equipment; Pet Carriers & Travel; Travel Accessories; Art Supplies; Shower Curtains & Accessories; Art Gallery; Accessories; Craft Lover's Gifts; Pet Houses; Pet Jewelry; Computer Cards & Components; Pet Clean Up; Pets; Pet Gates & Doors; Film Cameras & Accessories; Pet Training; Jewelry and Accessories; Binders & Accessories; Pet Apparel; Dolls & Accessories; Jewelry Boxes & Accessories; Memory, Storage & Drives; Pet Toys; Canvas Wall Art; Eco-Friendly Pet Supplies; Bedding Accessories; Computers & Accessories; Lighting; Tire Accessories; Pet Health Supplies; Wall Lighting; Pet Stairs & Ramps; Desktops & All-in-One Computers; Track Lighting & Accessories; Pet Lover's Gifts; Pet Supplies; MP3 Accessories & Docking Stations; Computers; Computers, Hardware & Software; Pet Memorials; Crafts & Sewing; Memory Cards; Crafts; Computer Memory; Desk Accessories; Memory Foam; Exterior Accessories; Wall Art & Coverings; Ceiling Lighting; Arts & Crafts; Computer Accessories; Art & School Supplies; Pretend Play, Arts & Crafts; Pet Grooming; Pet Beds; Swimming Pools & Accessories","Memory, Computers, Accessories, Lighting"
246,Outdoor Lighting; DJ & Lighting Equipment; Outdoor Power Equipment; Outdoor Party; Golf Equipment; Tools & Equipment; Outdoor Cooking; Medical Supplies & Equipment; Lighting; Wall Lighting; Sports & Outdoors; Bouncers & Outdoor Play; Exercise Equipment; Grills & Outdoor Cooking; Track Lighting & Accessories; Outdoor Heating; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Outdoor Games & Play; Outdoor D�cor; Outdoor Play; Office Supplies & Equipment; Recording Equipment; Ceiling Lighting; Outdoor Recreation; Outdoor Living; Outdoors & Recreation; Home Office Equipment; Sports & Outdoor Recreation,"Outdoor, Equipment, Lighting"
247,"Outdoor Lighting; Pet Occasions & Holidays; DJ & Lighting Equipment; Outdoor Power Equipment; Fitness & Nutrition; Men's Big & Tall; Canvas Wall Art; Art Supplies; Men's Grooming; Pet Grooming; Sports; Craft Lover's Gifts; Golf Equipment; Men's Clothing; Tools & Equipment; Pet Clean Up; Pet Carriers & Travel; Medical Supplies & Equipment; Exercise & Fitness; Pet Training; Pet Apparel; Art Gallery; Men; Telescopes, Binoculars & Sports Cameras; Winter Sports; Pet Toys; Pet Jewelry; Pet Supplies; Eco-Friendly Pet Supplies; Lighting; Wall Lighting; Pet Houses; Pet Gates & Doors; Sports & Outdoors; Pet Stairs & Ramps; Men's Activewear; Pet Lover's Gifts; Exercise Equipment; Pets; Track Lighting & Accessories; Sports & Fitness; Water Sports & Pools; Crafts & Sewing; Crafts; Pet Memorials; Motor Sports; Women's Sport Clothing; Men's Sport Clothing; Pet Health Supplies; Wall Art & Coverings; Office Supplies & Equipment; Recording Equipment; Ceiling Lighting; Arts & Crafts; Art & School Supplies; Health & Fitness Technology; Pretend Play, Arts & Crafts; Sports Fan Shop; Pet Beds; Team Sports; Home Office Equipment; Sports & Outdoor Recreation","Fitness, Exercise, Equipment, Lighting"
248,First Aid & Medical; Medical Supplies & Equipment; First Aid,"Aid, First, Medical"
249,"Outdoor Lighting; Pet Occasions & Holidays; DJ & Lighting Equipment; Pet Carriers & Travel; Men's Big & Tall; Canvas Wall Art; Arts & Crafts; Men's Grooming; Pet Grooming; Sports; Craft Lover's Gifts; Pet Jewelry; Men's Clothing; Pet Clean Up; Pet Gates & Doors; Sports & Fitness; Pet Apparel; Art Gallery; Men; Telescopes, Binoculars & Sports Cameras; Winter Sports; Pet Toys; Eco-Friendly Pet Supplies; Lighting; Wall Lighting; Fan Zone; Pet Houses; Water Sports & Pools; Sports & Outdoors; Pet Stairs & Ramps; Men's Activewear; Pet Lover's Gifts; Pet Supplies; Pets; Track Lighting & Accessories; Pet Memorials; Crafts & Sewing; Ceiling Fans; Crafts; Pet Training; Motor Sports; Women's Sport Clothing; Men's Sport Clothing; Pet Health Supplies; Wall Art & Coverings; Fan Gear & Memorabilia; Ceiling Lighting; Art Supplies; Pretend Play, Arts & Crafts; Sports Fan Shop; Pet Beds; Team Sports; Art & School Supplies; Sports & Outdoor Recreation","Fan, Ceiling, Lighting, Wall, Art"
250,"Outdoor Lighting; Pet Occasions & Holidays; Pet Clean Up; Outdoor Power Equipment; Outdoor Party; Men's Big & Tall; Indoor Play; Crafts; Sports; Craft Lover's Gifts; Pet Jewelry; Pet Carriers & Travel; Pets; Outdoor Cooking; Sports & Fitness; Pet Training; Pet Apparel; Men; Telescopes, Binoculars & Sports Cameras; Winter Sports; Pet Toys; Eco-Friendly Pet Supplies; Pet Houses; Men's Activewear; Pet Gates & Doors; Men's Grooming; Sports & Outdoors; Pet Stairs & Ramps; Men's Clothing; Bouncers & Outdoor Play; Pet Lover's Gifts; Pet Supplies; Grills & Outdoor Cooking; Pet Grooming; Pet Memorials; Water Sports & Pools; Outdoor Heating; Crafts & Sewing; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Motor Sports; Outdoor Games & Play; Women's Sport Clothing; Men's Sport Clothing; Pet Health Supplies; Outdoor D�cor; Outdoor Play; Play Yards; Arts & Crafts; Outdoor Recreation; Outdoors & Recreation; Pretend Play, Arts & Crafts; Sports Fan Shop; Pretend Play & Dress-up; Pet Beds; Team Sports; Outdoor Living; Sports & Outdoor Recreation","Outdoor, Play, Crafts, Lover, Pet"
251,"Outdoor Lighting; Outdoor Power Equipment; Outdoor Party; Indoor Play; Bouncers, Walkers & Exersaucers; Outdoor Cooking; Sports & Outdoors; Bouncers & Outdoor Play; Grills & Outdoor Cooking; Outdoor Heating; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Outdoor Games & Play; Outdoor D�cor; Outdoor Play; Play Yards; Outdoor Recreation; Outdoors & Recreation; Pretend Play, Arts & Crafts; Pretend Play & Dress-up; Outdoor Living; Sports & Outdoor Recreation","Outdoor, Bouncers, Play"
252,"Bouncers & Outdoor Play; Bouncers, Walkers & Exersaucers","Walkers, Exersaucers, Bouncers"
253,"Pet Occasions & Holidays; Pet Stairs & Ramps; Pet Training; Pet Health Supplies; Pet Carriers & Travel; Pet Apparel; Travel Accessories; Pets; Pet Clean Up; Pet Toys; Luggage, Bags & Travel; Pet Supplies; Eco-Friendly Pet Supplies; Pet Houses; Pet Jewelry; Pet Grooming; Pet Beds; Pet Memorials; Pet Lover's Gifts; Pet Gates & Doors","Travel, Carriers, Pet"
254,Blankets & Throws; Throw Pillows & Blankets; Blankets; Pillows & Protectors; Bed Pillows,"Blankets, Throws, Pillows, Protectors"
255,Pet Occasions & Holidays; Jewelry; Bed Pillows; Diamond Jewelry; Religious Jewelry; Baby Bedding; Jewelry & Watch Boxes; Pet Jewelry; Pet Carriers & Travel; World Jewelry; Jewelry and Accessories; Fashion Bedding; Pet Apparel; Jewelry Boxes & Accessories; Pet Toys; Pet Supplies; Eco-Friendly Pet Supplies; Gold Jewelry; Personalized Jewelry; Bedding Accessories; Bedding & Décor; Designer Fashion Jewelry; Bedding; Pet Stairs & Ramps; Pet Training; Gemstone Jewelry; Pet Lover's Gifts; Bedding & Bath; Pets; Pet Gates & Doors; Pet Memorials; Initial Jewelry; Jewelry Storage; Pet Health Supplies; Jewelry & Watches; Pet Grooming; Kids' & Teen Bedding; Pearl Jewelry; Fine Jewelry and Watches; Silver Jewelry; Pet Clean Up; Pet Houses; Baby & Kids Bedding; Down Bedding; Pet Beds,"Jewelry, Fashion, Bedding, Pet"
256,Jewelry; Diamond Jewelry; Religious Jewelry; Jewelry & Watch Boxes; Pet Jewelry; World Jewelry; Jewelry and Accessories; Fashion Bedding; Jewelry Boxes & Accessories; Gold Jewelry; Personalized Jewelry; Designers; Designer Fashion Jewelry; CD Store; Gemstone Jewelry; Initial Jewelry; Jewelry Storage; Jewelry & Watches; Designer Store; Pearl Jewelry; Fine Jewelry and Watches; Silver Jewelry,"Jewelry, Designer, Fashion, Store"
257,Pet Stairs & Ramps; Pet Occasions & Holidays; Pet Health Supplies; Pet Carriers & Travel; Pet Apparel; Pet Supplies; Pets; Pet Clean Up; Pet Toys; Pet Memorials; Eco-Friendly Pet Supplies; Pet Houses; Pet Jewelry; Pet Grooming; Pet Beds; Pet Training; Pet Lover's Gifts; Pet Gates & Doors,"Stairs, Ramps, Pet"
258,iTunes Gift Cards; Pet Occasions & Holidays; Pet Carriers & Travel; Craft Lover's Gifts; Pet Jewelry; Gift Baskets; Gourmet Food & Gift Baskets; Pets; Pet Gates & Doors; Pet Training; Pet Apparel; Gifts and Gift Cards; Gifts by Recipient; Photo Gifts; Pet Toys; Eco-Friendly Pet Supplies; Pet Houses; Personalized Gifts; Pet Stairs & Ramps; Baby Gifts; Pet Lover's Gifts; Pet Supplies; Gifts for Baby; Pet Memorials; Pet Grooming; Gift Baskets & More; Gifts & Hobbies; Gift Cards; Pet Health Supplies; Gifts & Flowers; Spa Gifts; Pet Clean Up; Specialty Gift Cards; Pet Beds,"Gift, Gift, Pet"
259,iTunes Gift Cards; Gift Cards; Baby Gifts; Pet Lover's Gifts; Gifts & Flowers; Gifts and Gift Cards; Spa Gifts; Gifts by Recipient; Craft Lover's Gifts; Photo Gifts; Specialty Gift Cards; Personalized Gifts; Gift Baskets; Gourmet Food & Gift Baskets; Gift Baskets & More; Gifts & Hobbies; Gifts for Baby,"Baskets, More, Gift"
260,iTunes Gift Cards; Gift Cards; Baby Gifts; Pet Lover's Gifts; Gifts & Flowers; Gifts and Gift Cards; Spa Gifts; Gifts by Recipient; Craft Lover's Gifts; Photo Gifts; Specialty Gift Cards; Personalized Gifts; Gift Baskets; Gourmet Food & Gift Baskets; Gift Baskets & More; Gifts & Hobbies; Gifts for Baby,"Gourmet, Baskets, Gift"
261,iTunes Gift Cards; Gift Cards; Gift Baskets & More; Specialty Gift Cards; Pet Lover's Gifts; Gifts & Flowers; Gifts and Gift Cards; Fresh Food; Gifts by Recipient; Food & Treats; Craft Lover's Gifts; Photo Gifts; Baby Gifts; Personalized Gifts; Gift Baskets; Gifts for Baby; Gourmet Food & Gift Baskets; Food & Water; Gifts & Hobbies; Spa Gifts,"Food, Baskets, Gift, Treats, Fresh"
262,iTunes Gift Cards; Gift Cards; Baby Gifts; Pet Lover's Gifts; Gifts & Flowers; Gifts and Gift Cards; Fresh Food; Gifts by Recipient; Food & Treats; Craft Lover's Gifts; Photo Gifts; Specialty Gift Cards; Personalized Gifts; Gift Baskets; Gifts for Baby; Gourmet Food & Gift Baskets; Gift Baskets & More; Food & Water; Gifts & Hobbies; Spa Gifts,"Gourmet, Food, Gift"
263,"iTunes Gift Cards; Pet Occasions & Holidays; Men; Pet Carriers & Travel; Men's Big & Tall; Sports; Men's Grooming; Pet Grooming; Winter Sports; Craft Lover's Gifts; Pet Jewelry; Gift Baskets; Men's Clothing; Gourmet Food & Gift Baskets; Men's Sport Clothing; Pets; Pet Gates & Doors; Sports & Fitness; Food & Water; Pet Apparel; Gifts and Gift Cards; Gifts by Recipient; Telescopes, Binoculars & Sports Cameras; Eco-Friendly Pet Supplies; Pet Toys; Photo Gifts; Feeders & Waterers; Pet Houses; Personalized Gifts; Men's Activewear; Gifts for Baby; Sports & Outdoors; Pet Stairs & Ramps; Pet Training; Baby Gifts; Pet Lover's Gifts; Pet Supplies; Fresh Food; Food & Treats; Pet Memorials; Pet Beds; Gift Baskets & More; Gifts & Hobbies; Women's Sport Clothing; Gift Cards; Pet Health Supplies; Gifts & Flowers; Spa Gifts; Pet Clean Up; Motor Sports; Specialty Gift Cards; Sports Fan Shop; Water Sports & Pools; Team Sports; Sports & Outdoor Recreation","Water, Food, Gift, Pet, Grooming, Men"
264,iTunes Gift Cards; Pet Occasions & Holidays; Gifts by Recipient; Pet Carriers & Travel; Craft Lover's Gifts; Pet Jewelry; Gift Baskets; Gourmet Food & Gift Baskets; Pets; Pet Gates & Doors; Bikes & Riding Toys; Gift Baskets & More; Pet Apparel; Gifts and Gift Cards; Toys & Hobbies; Eco-Friendly Pet Supplies; Pet Toys; Photo Gifts; Stuffed Animals & Plush Toys; Pet Houses; Personalized Gifts; Bikes and Riding Toys; Pet Stairs & Ramps; Pet Training; Baby Gifts; Pet Lover's Gifts; Pet Supplies; Gifts for Baby; Baby Toys; Pet Memorials; Pet Grooming; Vehicles & Remote Control Toys; Gifts & Hobbies; Activities & Toys; Gift Cards; Pet Health Supplies; Gifts & Flowers; Electronic Toys; Pet Clean Up; Specialty Gift Cards; Learning Toys & Musical Instruments; Toys; Pet Beds; Development & Learning Toys; Spa Gifts,"Toys, Hobbies, Gift, Pet"
265,Pet Occasions & Holidays; Pet Stairs & Ramps; Pet Health Supplies; Pet Carriers & Travel; Pet Apparel; Pet Supplies; Pets; Pet Clean Up; Pet Toys; Pet Memorials; Eco-Friendly Pet Supplies; Pet Houses; Pet Jewelry; Pet Grooming; Pet Beds; Pet Training; Pet Lover's Gifts; Pet Gates & Doors,"Friendly, Eco, Pet"
266,Pet Occasions & Holidays; Pet Stairs & Ramps; Pet Health Supplies; Pet Carriers & Travel; Pet Apparel; Pet Supplies; Pets; Pet Clean Up; Pet Toys; Pet Memorials; Eco-Friendly Pet Supplies; Pet Houses; Pet Jewelry; Pet Grooming; Pet Beds; Pet Training; Pet Lover's Gifts; Pet Gates & Doors,"Gates, Doors, Pet"
267,Diamond Jewelry; Luxury Diamond Boutique,"Boutique, Luxury, Diamond"
268,"Pet Occasions & Holidays; Men's Clothing; Fitness & Nutrition; Health Insurance &; Men's Big & Tall; Men's Grooming; Sports; Men's Sport Clothing; Pet Jewelry; Pet Carriers & Travel; Health & Safety; Pet Gates & Doors; Exercise & Fitness; Pet Training; Pet Apparel; Men; Telescopes, Binoculars & Sports Cameras; Winter Sports; Pet Toys; Eco-Friendly Pet Supplies; Pet Houses; Men's Activewear; Water Sports & Pools; Home Health Care; Sports & Outdoors; Pet Stairs & Ramps; Pet Lover's Gifts; Pet Supplies; Health & Child Safety; Pets; Health & Beauty; Sports & Fitness; Pet Grooming; Pet Memorials; Motor Sports; Women's Sport Clothing; Pet Health Supplies; Pet Clean Up; Home Health & Mobility; Health & Fitness Technology; Sports Fan Shop; Pet Beds; Team Sports; Sports & Outdoor Recreation","Fitness, Health, Pet, Grooming, Men"
269,Bikes & Riding Toys; Development & Learning Toys; Electronic Toys; Toys & Hobbies; Baby Toys; Stuffed Animals & Plush Toys; Learning Toys & Musical Instruments; Pet Toys; Bikes and Riding Toys; Toys; Vehicles & Remote Control Toys; Activities & Toys,"Riding, Bikes, Toys"
270,"Women's Sport Clothing; Pools & Hot Tubs; Team Sports; Telescopes, Binoculars & Sports Cameras; Sports; Swimming Pools & Accessories; Winter Sports; Sports & Fitness; Men's Sport Clothing; Feeders & Waterers; Sports Fan Shop; Water Sports & Pools; Food & Water; Motor Sports; Sports & Outdoor Recreation; Sports & Outdoors","Water, Pools, Sports"
271,Water Sports & Pools; Pools & Hot Tubs; Hot Tubs & Saunas; Swimming Pools & Accessories,"Hot, Tubs, Pools"
272,Pools & Hot Tubs; Hot Tubs & Saunas,"Hot, Saunas, Tubs"
273,"Women's Sport Clothing; Men's Clothing; Clothing, Shoes & Access.; Sports; Telescopes, Binoculars & Sports Cameras; Women's Clothing; Winter Sports; Sports & Fitness; Men's Sport Clothing; Plus Sizes; Sports Fan Shop; Women's Plus; Sports & Outdoor Recreation; Sports & Outdoors; Water Sports & Pools; Children's Clothing; Team Sports; Motor Sports; Baby Clothing; Clothing & Shoes; Women","Clothing, Women, Sports, Plus"
274,"Film Cameras & Accessories; Women's Sport Clothing; Water Sports & Pools; Telescopes, Binoculars & Sports Cameras; Motor Sports; Winter Sports; Sports & Fitness; Men's Sport Clothing; Cameras & Camcorders; Digital Cameras; Sports; Digital SLR Cameras; Car Video & Back-Up Cameras; Sports & Outdoors; Cameras & Photo; Team Sports; Compact System Cameras; Sports & Outdoor Recreation; Camera Lenses; Sports Fan Shop","Telescopes, Cameras, Sports"
275,"Film Cameras & Accessories; Women's Sport Clothing; Water Sports & Pools; Sports & Outdoor Recreation; Telescopes, Binoculars & Sports Cameras; Motor Sports; Winter Sports; Sports & Fitness; Men's Sport Clothing; Cameras & Camcorders; Digital Cameras; Sports; Camera Lenses; Car Video & Back-Up Cameras; Sports & Outdoors; Cameras & Photo; Team Sports; Compact System Cameras; Binoculars & Optics; Digital SLR Cameras; Sports Fan Shop","Binoculars, Cameras, Sports, Optics"
276,"Women's Sport Clothing; Men's Clothing; Shoes; Clothing, Shoes & Access.; Women's Clothing; Men's Sport Clothing; Children's Clothing; Baby Clothing; Clothing & Shoes","Access, Shoes, Clothing"
277,"Women's Sport Clothing; Telescopes, Binoculars & Sports Cameras; Sports; Winter Sports; Sports & Fitness; Men's Sport Clothing; Sports Fan Shop; Water Sports & Pools; Team Sports; Motor Sports; Binoculars & Optics; Sports & Outdoor Recreation; Sports & Outdoors","Binoculars, Telescopes, Sports"
278,Diet & Nutrition; Nutrition & Formula; Weight Loss & Nutrition; Fitness & Nutrition,"Weight, Loss, Nutrition, Formula, Diet"
279,"Outdoor Lighting; Outdoor Power Equipment; Outdoor Party; Telescopes, Binoculars & Sports Cameras; Sports; Men's Sport Clothing; Outdoor Cooking; Recreation Room; Winter Sports; Sports & Outdoors; Bouncers & Outdoor Play; Grills & Outdoor Cooking; Sports & Fitness; Outdoor Heating; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Motor Sports; Outdoor Games & Play; Women's Sport Clothing; Outdoor D�cor; Outdoor Play; Outdoor Recreation; Outdoors & Recreation; Sports Fan Shop; Water Sports & Pools; Team Sports; Outdoor Living; Sports & Outdoor Recreation","Outdoor, Recreation, Sports"
280,"Heating & Cooling; Cooling & Heating; Heating, Cooling, & Air Quality; Heating, Cooling & Air Quality; Outdoor Heating","Quality, Cooling, Heating"
